user_id,session_id,timestamp,feature_name,event_type,device_type,Place
281,01JWA8EEMV9T42JYEC95K83V5W,04/02/2025,Search,drop,Desktop,United States
282,01JWA8EEMWEJBCED5YK6ZKJKEW,05/08/2025,Dashboard,start,Desktop,Japan
283,01JWA8EEMY572SGYEYNXGQB4EG,04/08/2025,Dashboard,click,Mobile,United States
284,01JWA8EEMZ5SK32C213FMY01FX,11/29/2024,Cart,click,Desktop,Russia
285,01JWA8EEN1PB7RDHNPCD8P7JW2,10/16/2024,Checkout,start,Desktop,Japan
286,01JWA8EEN2ZDDEK28PDJY6ZNPH,12/29/2024,Checkout,click,Desktop,Russia
287,01JWA8EEN4TX9M86SW9TDH43NV,3/28/2025,Search,drop,Mobile,United States
288,01JWA8EEN5V7B7683FRCN78KEN,01/05/2025,Cart,complete,Mobile,Russia
289,01JWA8EEN7MTQNT686EF1D3QFB,9/13/2024,Search,start,Desktop,United States
290,01JWA8EEN82KKT914HCXW3N51J,12/16/2024,Cart,complete,Mobile,Russia
291,01JWA8EENAB6DDMY7NSZ15E0QS,06/01/2024,Login,complete,Mobile,Russia
292,01JWA8EENBJN9Q1D01QP415NQN,9/27/2024,Login,complete,Mobile,Canada
293,01JWA8EENCVVMMP0D0MR0838W0,3/24/2025,Login,start,Mobile,United States
294,01JWA8EENE244HJAECJ151ZH16,02/05/2025,Search,click,Desktop,United States
295,01JWA8EENF0VTDEEE42YXFKPYD,06/05/2024,Checkout,start,Desktop,Russia
296,01JWA8EENGG8EZMQF7E1W4NK2A,1/15/2025,Cart,click,Mobile,United States
297,01JWA8EENJ3J850MHXCPJX8HTY,12/01/2024,Checkout,click,Mobile,Russia
298,01JWA8EENKZ9ABD51BR386DWDW,5/26/2025,Cart,click,Mobile,Canada
299,01JWA8EENNVR4H1RHT28HZG4J1,06/01/2024,Dashboard,start,Desktop,Russia
300,01JWA8EENPBVFH6S8J8GM67BKV,12/15/2024,Checkout,complete,Mobile,Russia
301,01JWA8EENQ4V27YJ8PWWH25MB9,07/08/2024,Dashboard,start,Mobile,Russia
302,01JWA8EENSWQM59S4P9HZYE1VZ,7/25/2024,Cart,complete,Desktop,Russia
303,01JWA8EENT0YTYTSXQZ96W333B,5/15/2025,Dashboard,drop,Desktop,Russia
304,01JWA8EENVGN73T4B9J2NE9S27,1/19/2025,Search,start,Mobile,Japan
305,01JWA8EENXYF21YX70M266QGM0,05/12/2025,Cart,start,Mobile,Canada
306,01JWA8EENYDJFKACG8ZGXY6VPQ,5/20/2025,Checkout,drop,Desktop,Russia
307,01JWA8EEP0M34BFXZK1CZSDV28,03/03/2025,Cart,click,Mobile,Russia
308,01JWA8EEP1W6KD8X3YTNGKP7EV,7/31/2024,Dashboard,complete,Desktop,Russia
309,01JWA8EEP3HREB2R09560K9FDJ,04/09/2025,Search,complete,Mobile,Russia
310,01JWA8EEP4PV7RKQJMBQAY2C02,09/09/2024,Checkout,drop,Mobile,Russia
311,01JWA8EEP606BMN70J7AVFE8QJ,12/26/2024,Cart,click,Mobile,Russia
312,01JWA8EEP7BS6AWYNE02G2KX0F,06/03/2024,Checkout,complete,Mobile,Russia
313,01JWA8EEP884YZT5MEAE0EDV1A,10/13/2024,Cart,start,Mobile,Russia
314,01JWA8EEPA91DGADC59W9GZGXK,10/11/2024,Search,drop,Mobile,Netherlands
315,01JWA8EEPCX7PTGRG63MTVGE60,03/09/2025,Cart,click,Mobile,Russia
316,01JWA8EEPD23S02H11HM11QACD,8/17/2024,Checkout,complete,Mobile,Russia
317,01JWA8EEWZ0HAE6VEWHS707YR4,11/21/2024,Login,start,Desktop,United States
318,01JWA8EEX1XQ83N21AQZ226ZFE,6/27/2024,Cart,click,Mobile,Russia
319,01JWA8EEX2307NBZ8KQCGX28W4,7/23/2024,Checkout,start,Mobile,United States
320,01JWA8EEX3C5D0R0PQN87PJYG6,9/22/2024,Cart,start,Desktop,Russia
321,01JWA8EEX5ZRZ8DPR93MCQRZTV,03/04/2025,Login,drop,Mobile,Canada
322,01JWA8EEX637T4BE9B8Z6P8ERF,11/04/2024,Search,drop,Desktop,Japan
323,01JWA8EEX7ZX9B2P486S6CTRBQ,7/30/2024,Dashboard,click,Mobile,Russia
324,01JWA8EEX8NRHT1HDYNKHG09RE,7/18/2024,Dashboard,click,Desktop,Russia
325,01JWA8EEX9SZPEGB2E7K5S13TZ,11/16/2024,Dashboard,click,Mobile,Japan
326,01JWA8EEXBDZA3NDJC4YNM6K90,11/14/2024,Search,complete,Desktop,Japan
327,01JWA8EEXCVD435GQE6CJSJSHS,01/03/2025,Search,start,Mobile,Russia
328,01JWA8EEXDCFC4C61FDW7B6WWE,5/24/2025,Search,start,Mobile,Japan
329,01JWA8EEXECRBD4GFKSG54J2EK,9/26/2024,Login,start,Mobile,Japan
330,01JWA8EEXFPG0P3RMMEZ5EQ4VM,02/05/2025,Login,start,Mobile,Russia
331,01JWA8EEXH5BTQ5528A53XYZK1,4/30/2025,Checkout,complete,Mobile,United States
332,01JWA8EEXJVZQGY4PGRYXZKAC5,08/06/2024,Dashboard,click,Mobile,United States
333,01JWA8EEXKPER8MF9QN0VZ1Y7A,11/16/2024,Cart,start,Mobile,United States
334,01JWA8EEXMMARP926KTF65ARY2,11/12/2024,Search,click,Desktop,Russia
335,01JWA8EEXN6Y5BMBPCRPT6FV92,06/03/2024,Checkout,click,Desktop,Canada
336,01JWA8EEXQ26429K2T2ZTNQ0C4,9/24/2024,Dashboard,complete,Mobile,Russia
337,01JWA8EEXRYGCMRZV319HAS0D9,6/29/2024,Search,drop,Mobile,Russia
338,01JWA8EEXS2C47HHS6F91ZXKQ4,4/23/2025,Dashboard,click,Mobile,Russia
339,01JWA8EEXTCJR8Z5JAGQQEFCPV,04/11/2025,Search,start,Desktop,Ireland
340,01JWA8EEXVRX5SMC8QW23D3Q28,04/04/2025,Login,complete,Desktop,Russia
341,01JWA8EEXWM5JG3V0BAM4XHQ0V,9/30/2024,Login,drop,Mobile,Russia
342,01JWA8EEXXVRAWWA6AJZE4430C,7/13/2024,Login,start,Mobile,Canada
343,01JWA8EEXY2564HTVK7M3GE1X6,5/17/2025,Search,drop,Desktop,Russia
344,01JWA8EEY093JA07DHENSED21T,6/26/2024,Cart,click,Mobile,United States
345,01JWA8EEY1MQMMN0Y7YZEMT79Q,12/05/2024,Login,start,Mobile,Netherlands
346,01JWA8EEY21S48H2768YZNKEE4,6/18/2024,Login,complete,Desktop,Russia
347,01JWA8EEY3BSGN4E2ARA3HVMBN,03/05/2025,Cart,click,Desktop,Russia
348,01JWA8EEY40HVEAYWKZN1JV0FZ,12/13/2024,Login,click,Mobile,Russia
349,01JWA8EEY6ZA4VV0QCFADD7X3S,12/12/2024,Login,click,Desktop,Netherlands
350,01JWA8EEY8VND22QAQVH7CY8MG,04/10/2025,Cart,complete,Mobile,Japan
351,01JWA8EEYAWYBS8CBWCT5NWNJ6,5/28/2024,Search,click,Desktop,Canada
352,01JWA8EEYC5EPAZYBDZQ31C7JP,08/04/2024,Search,click,Desktop,Japan
353,01JWA8EEYEB8X55ZWEGPGMVK9T,7/14/2024,Cart,complete,Mobile,Russia
354,01JWA8EEYGF1XYMJFCPNKRWFF8,09/01/2024,Dashboard,drop,Desktop,Russia
355,01JWA8EEYJ466H0FV3GZMC042V,12/01/2024,Dashboard,complete,Desktop,United States
356,01JWA8EEYMZRGHZ9TR0CA6MWE6,8/27/2024,Checkout,complete,Desktop,Russia
357,01JWA8EEYPWZNFJNN6J84B2TYK,05/01/2025,Search,start,Mobile,Russia
358,01JWA8EEYS236YTCW8TH4AEGCW,1/31/2025,Checkout,drop,Mobile,Russia
359,01JWA8EEYVXT3XEXKV976ARARQ,7/19/2024,Cart,complete,Desktop,Russia
360,01JWA8EEYXK6PEW4NT4955RWWW,01/12/2025,Dashboard,start,Desktop,Russia
361,01JWA8EEYZPS5F470AEETYPW0T,12/12/2024,Dashboard,start,Desktop,Canada
362,01JWA8EEZ1883XBPS3D778DBJP,4/16/2025,Checkout,drop,Mobile,United States
363,01JWA8EEZ3M5WJTQNJ9YSMFMKD,11/24/2024,Login,drop,Desktop,United States
364,01JWA8EEZ6D2AHAS57C56XQZBN,5/28/2024,Search,click,Desktop,United States
365,01JWA8EEZ89HSENN5FERG97ER7,09/10/2024,Login,complete,Mobile,Japan
366,01JWA8EEZAX03E6H327DB37GC6,9/30/2024,Search,click,Desktop,Japan
367,01JWA8EEZC22CER9AXR11ACWMH,10/02/2024,Search,drop,Desktop,United States
368,01JWA8EEZEFQATVAVMNQ7C6F5K,03/10/2025,Cart,start,Desktop,Russia
369,01JWA8EEZG1R2Y8444JSYM6K8V,9/17/2024,Dashboard,start,Mobile,Japan
370,01JWA8EEZJ14WCS3HQZQ181ZN4,03/02/2025,Search,start,Mobile,Japan
371,01JWA8EEZM6XP8ENHSMD9HV5WC,7/23/2024,Cart,click,Desktop,United States
372,01JWA8EEZPPFQWBXBSY3SBMRCA,5/21/2025,Checkout,start,Mobile,Russia
373,01JWA8EEZRHS07JPMVQ7D5PZ33,3/18/2025,Cart,complete,Desktop,Russia
374,01JWA8EEZT31QDJGZK8DRPFSHE,5/22/2025,Login,start,Mobile,Russia
375,01JWA8EEZW99FXZ4FD04BNZ4D3,01/01/2025,Checkout,drop,Mobile,Russia
376,01JWA8EEZYCZNVC181E73JJ1RB,10/19/2024,Login,start,Mobile,Japan
377,01JWA8EF01N7P8Z8G1GFW474ZY,6/22/2024,Search,drop,Mobile,Russia
378,01JWA8EF02HWMC7A0HKDMZ03ZJ,4/14/2025,Cart,complete,Mobile,Japan
379,01JWA8EF04W4ZV95365VKCHAE8,6/30/2024,Dashboard,drop,Mobile,Ireland
380,01JWA8EF05D86KY8TN5FHGP3T7,6/20/2024,Checkout,drop,Mobile,Russia
381,01JWA8EF068V5HY080V4B8KYFY,1/16/2025,Search,click,Mobile,Netherlands
382,01JWA8EF07VDYCDKS9V6DZSY40,6/18/2024,Cart,click,Mobile,Japan
383,01JWA8EF088QMD49AK2J2AM1K9,11/03/2024,Checkout,click,Desktop,Russia
384,01JWA8EF09J2QH9Q4GTFVHK01A,11/13/2024,Checkout,drop,Desktop,United States
385,01JWA8EF0A7CAJ6GR8FND19WFG,1/17/2025,Checkout,click,Desktop,Canada
386,01JWA8EF0B1AG3EVCGZDFC1DJJ,2/13/2025,Cart,click,Mobile,Russia
387,01JWA8EF0C41VQRFMRHDHACJV2,10/10/2024,Login,drop,Mobile,Russia
388,01JWA8EF0ESYJ4QRXMRX4QJ54A,12/19/2024,Search,complete,Desktop,Canada
389,01JWA8EF0FNW1CJXSP2X1SVWF5,02/11/2025,Search,start,Desktop,Russia
390,01JWA8EF0GTW9JA65QNAHV3CM3,09/06/2024,Checkout,start,Desktop,United States
391,01JWA8EF0HNQESWVWXEKQDJ5ED,7/19/2024,Search,start,Mobile,Canada
392,01JWA8EF0JH68ATG06MQ08R1AE,1/20/2025,Checkout,complete,Desktop,Netherlands
393,01JWA8EF0KF6TB1ZDSKND32RWF,12/09/2024,Search,complete,Mobile,United States
394,01JWA8EF0MTDW8FTEFPJB9H40D,06/08/2024,Dashboard,click,Mobile,Russia
395,01JWA8EF0N0WY1WX45XH7F6YB3,05/10/2025,Login,click,Mobile,United States
396,01JWA8EF0PZKB3MEFMSG8YTYZK,01/08/2025,Checkout,drop,Mobile,Russia
397,01JWA8EF0RMV8T3J2YGVZRFGS6,10/20/2024,Cart,click,Mobile,Russia
398,01JWA8EF0SW8JXN6252XDBQV5Q,11/19/2024,Login,start,Desktop,Russia
399,01JWA8EF0TH9JSN35QR9671EZ2,02/07/2025,Dashboard,complete,Desktop,Russia
400,01JWA8EF0VCN27FDMFPYWAF1B0,4/14/2025,Dashboard,complete,Mobile,Russia
401,01JWA8EF0WVZN0XETH6NNV3RKM,9/19/2024,Checkout,complete,Desktop,Canada
402,01JWA8EF0XW2NG0B3S00AK689S,06/09/2024,Search,click,Mobile,Russia
403,01JWA8EF0Y9A6K3W6K6ZXB9AAR,05/07/2025,Login,drop,Mobile,Russia
404,01JWA8EF0ZEGGKY4TPJJ71QXDF,7/28/2024,Checkout,click,Desktop,Russia
405,01JWA8EF10W63J9VP1NQ1ESVNA,1/22/2025,Cart,complete,Mobile,Russia
406,01JWA8EF123KMXF185M7XYCZMT,9/17/2024,Cart,drop,Desktop,Russia
407,01JWA8EF13STKKPZ4NWAW6J3YM,8/31/2024,Login,click,Mobile,Russia
408,01JWA8EF14621XNZFRWNTRP2GJ,5/31/2024,Cart,start,Mobile,Russia
409,01JWA8EF15H00Y58P1WJZ70E64,10/13/2024,Checkout,start,Desktop,Russia
410,01JWA8EF16CYCXCQ1CB538Z2FT,01/11/2025,Login,complete,Desktop,United States
411,01JWA8EF17PTV0E2XNYZB0GXZ6,8/21/2024,Search,start,Mobile,United Kingdom
412,01JWA8EF19MK0V6MX3JF380B66,2/27/2025,Checkout,start,Desktop,Japan
413,01JWA8EF1AXT6J04HXDZCK75G2,08/05/2024,Dashboard,complete,Mobile,United States
414,01JWA8EF1B1N20GC43MPQGAMV7,2/15/2025,Dashboard,complete,Desktop,United States
415,01JWA8EF1CZPS9XT4SK9MP3BH0,04/03/2025,Login,complete,Mobile,Japan
416,01JWA8EF1D5C5XZTW45Y2ZSA5R,12/11/2024,Dashboard,click,Mobile,Russia
417,01JWA8EF1ERF1G4SATE1YAMDCD,6/16/2024,Checkout,complete,Desktop,Russia
418,01JWA8EF1F2HT22XKJ62TSDD7G,9/14/2024,Cart,drop,Mobile,Russia
419,01JWA8EF1GDDGPKMW0EDE2FRM3,12/14/2024,Checkout,click,Mobile,Russia
420,01JWA8EF1HZRTG107KP7HFEZGT,12/08/2024,Dashboard,complete,Desktop,Russia
421,01JWA8EF1KWXPD3MCV28GMEJP9,05/08/2025,Search,drop,Mobile,Japan
422,01JWA8EF1MPNX6DAZZV7J40P9D,01/05/2025,Dashboard,drop,Mobile,United States
423,01JWA8EF1NM1ZEYCY5ZV6H1GP2,10/01/2024,Login,start,Mobile,Canada
424,01JWA8EF1PKGXJEKDBF0C2EHQ5,2/18/2025,Cart,click,Desktop,United Kingdom
425,01JWA8EF1RD7YKGBTK66DQCT20,04/09/2025,Search,start,Mobile,Canada
426,01JWA8EF1SPWXK6A9RV9WZTG4A,6/16/2024,Cart,start,Mobile,Canada
427,01JWA8EF1TVZQAZ9354EMVER2E,11/11/2024,Checkout,start,Desktop,Russia
428,01JWA8EF1V9PXFJAXXG65FHFX3,10/06/2024,Login,click,Desktop,Russia
429,01JWA8EF1W9AXR1AMPNWWW7DKJ,9/14/2024,Dashboard,drop,Desktop,Canada
430,01JWA8EF1Y1773N42F8ABP0BX9,10/29/2024,Dashboard,click,Mobile,United States
431,01JWA8EF1Z8S7N2XYXGF0B1QRG,02/09/2025,Dashboard,drop,Desktop,Ireland
432,01JWA8EF203P83Y2J5JK3041MV,10/20/2024,Login,drop,Desktop,Ireland
433,01JWA8EF21WWZNMD25J9CBMVJQ,01/04/2025,Checkout,start,Mobile,Netherlands
434,01JWA8EF22W04DQBPP0B2XWF0Z,01/02/2025,Checkout,drop,Mobile,United States
435,01JWA8EF23A71JNQ2NVC8MA9X7,11/03/2024,Search,drop,Mobile,United States
436,01JWA8EF24XAJKX5DNVCT173KA,10/10/2024,Checkout,start,Desktop,Russia
437,01JWA8EF25Q5XKJ8QD4YP2ZPN5,10/17/2024,Login,click,Mobile,Canada
438,01JWA8EF27BN7BSPZSXQREXHDC,08/05/2024,Dashboard,drop,Desktop,Russia
439,01JWA8EF28P6P9JT959H1T8RHQ,11/13/2024,Cart,complete,Mobile,Japan
440,01JWA8EF29250WPGH2Y7CQH2RS,11/19/2024,Checkout,click,Mobile,Russia
441,01JWA8EF2ANXD3VG344AMWBDYT,12/06/2024,Cart,click,Mobile,Russia
442,01JWA8EF2B5YH4MW6CGHKFS050,12/11/2024,Login,drop,Desktop,Japan
443,01JWA8EF2CF9TJ2TJZAZA6FX4H,11/26/2024,Login,click,Desktop,United States
444,01JWA8EF2D4YH1DTTNPQTR4A8N,12/19/2024,Checkout,drop,Mobile,Russia
445,01JWA8EF2EGR4ZXCE12TQGJWYD,08/01/2024,Dashboard,click,Mobile,Japan
446,01JWA8EF2GG04AB6M29ZQHAXXN,11/02/2024,Checkout,complete,Desktop,Russia
447,01JWA8EF2HKDJZTNSAFYXGGZ7R,6/26/2024,Search,click,Mobile,Ireland
448,01JWA8EF2J986HRCQ5ZPC63BP6,02/11/2025,Checkout,start,Desktop,Russia
449,01JWA8EF2K4WN945S8BFBVZCM2,06/03/2024,Dashboard,start,Mobile,Russia
450,01JWA8EF2M73TVNNZCTPM23TJ3,11/11/2024,Login,drop,Desktop,Japan
451,01JWA8EF2NNY4PZ9FH3YVQG387,03/04/2025,Checkout,complete,Mobile,Japan
452,01JWA8EF2P80HT683T09ZKSAAR,03/03/2025,Cart,click,Desktop,Russia
453,01JWA8EF2QDKMFY4Z5A54Z6XKY,6/25/2024,Search,drop,Mobile,United States
454,01JWA8EF2SM1BZEEDJTQS1PPZJ,09/05/2024,Dashboard,complete,Desktop,Russia
455,01JWA8EF2TRRFWBK8CYGHZY09Y,9/29/2024,Cart,complete,Mobile,Russia
456,01JWA8EF2VQZXG2TTTR1A36AF9,12/23/2024,Login,start,Desktop,Russia
457,01JWA8EF2WC7F7BE8KBPT84ATM,09/03/2024,Checkout,click,Mobile,Netherlands
458,01JWA8EF2XBP3H4BZ5ZWZTB652,6/25/2024,Login,complete,Desktop,United States
459,01JWA8EF2Y6MPJWK2XAZQV98R7,03/05/2025,Login,start,Mobile,United States
460,01JWA8EF2ZHV2366HACA4E9AK4,9/16/2024,Cart,complete,Desktop,Ireland
461,01JWA8EF309Z7VYK61A4TG1HPK,8/16/2024,Login,complete,Desktop,Russia
462,01JWA8EF31P1YGQC84YMTBGR3V,08/06/2024,Search,drop,Mobile,Russia
463,01JWA8EF32RWYHV234RR75HXQA,09/07/2024,Dashboard,click,Desktop,Russia
464,01JWA8EF3441T8VZQYDTKRE5J1,08/11/2024,Login,complete,Mobile,Russia
465,01JWA8EF35J1CQ41BKM9RWJX0D,11/21/2024,Dashboard,click,Desktop,United States
466,01JWA8EF36P51WH3VGWKB4HX54,08/06/2024,Checkout,drop,Desktop,United States
467,01JWA8EF37FQF3E9D8FH91EGRM,10/23/2024,Search,click,Mobile,United States
468,01JWA8EF38JB0X21BHPNAA1J7D,6/18/2024,Dashboard,start,Desktop,Russia
469,01JWA8EF396ENM7GRQDK0DSEMD,10/06/2024,Login,drop,Mobile,Japan
470,01JWA8EF3A3K90F4ZCGDBCM622,08/02/2024,Checkout,click,Desktop,Russia
471,01JWA8EF3BG2DTTF3252XK66NE,4/13/2025,Checkout,click,Mobile,Canada
472,01JWA8EF3CVM3S7RMAYNZGWBGR,11/18/2024,Login,drop,Desktop,Russia
473,01JWA8EF3DFDMW4AVJMFSFGX0P,9/17/2024,Cart,click,Desktop,Japan
474,01JWA8EF3E42752WEVYKBFQ3BD,03/09/2025,Login,complete,Desktop,Russia
475,01JWA8EF3GHB3N5DJ7357NQS30,5/18/2025,Checkout,start,Mobile,Japan
476,01JWA8EF3HQPH30H05CAFJ4N1A,5/24/2025,Checkout,drop,Mobile,Russia
477,01JWA8EF3JSE0A82SM99D832N6,12/30/2024,Checkout,drop,Mobile,Japan
478,01JWA8EF3KZ0NMJYPNZRVV706E,05/01/2025,Dashboard,start,Mobile,United States
479,01JWA8EF3M86K64VBY8H192V2E,10/18/2024,Cart,click,Mobile,United States
480,01JWA8EF3NVMXGT20BMHM7KKEP,11/06/2024,Login,drop,Mobile,Japan
481,01JWA8EF3P7MNTFVYPE3THTGX9,3/20/2025,Login,drop,Mobile,United States
482,01JWA8EF3Q2F04ZVWBHRQ7PT28,12/01/2024,Checkout,start,Desktop,Russia
483,01JWA8EF3RXH1EHK73WEHXWYD4,5/16/2025,Checkout,click,Desktop,Russia
484,01JWA8EF3S3T65P7GKRGKA85V0,3/24/2025,Login,click,Desktop,Netherlands
485,01JWA8EF3T52RTTYNVKNW5MX8F,04/06/2025,Search,complete,Mobile,Russia
486,01JWA8EF3V5G72JCR761GYCEGP,06/08/2024,Dashboard,complete,Desktop,Russia
487,01JWA8EF3XHZK4W7X1H6RZNZ1T,3/14/2025,Search,drop,Desktop,Japan
488,01JWA8EF3YFHJMX557TTZWZYTJ,06/04/2024,Login,start,Mobile,United States
489,01JWA8EF3ZADNP92TK6CGTDR97,02/08/2025,Login,start,Desktop,Japan
490,01JWA8EF40CPN7EXZJW1DJZZKY,1/28/2025,Search,complete,Desktop,Russia
491,01JWA8EF41JBHW6G6WBSW4MXW1,06/11/2024,Cart,complete,Desktop,Netherlands
492,01JWA8EF42VAB5GNE2NPFDV9EB,11/09/2024,Login,start,Desktop,Russia
493,01JWA8EF4300KBM2QHDPD7NX90,02/12/2025,Dashboard,click,Desktop,Russia
494,01JWA8EF44K4K601889RVTZNN3,03/04/2025,Login,drop,Desktop,United States
495,01JWA8EF45P3B1VMB4PS1WY7Q4,04/06/2025,Checkout,click,Mobile,Russia
496,01JWA8EF46K18WVP5HRR03D94H,10/24/2024,Checkout,start,Desktop,Japan
497,01JWA8EF47Q0ZZTARFH6T0JKSE,7/15/2024,Cart,drop,Desktop,Russia
498,01JWA8EFCXYTCQZJY5XW1TQCQT,10/28/2024,Checkout,complete,Mobile,Canada
499,01JWA8EFCZJ6CSFRR3JFFAFHWM,7/29/2024,Cart,click,Mobile,Netherlands
500,01JWA8EFD0EYJ5B4DAJA6NAHFH,9/29/2024,Login,start,Mobile,Russia
501,01JWA8EFD1N49M7ENWJ59XVZN8,01/05/2025,Dashboard,start,Desktop,Russia
502,01JWA8EFD32RQTEE95VMABJHFF,4/15/2025,Dashboard,start,Desktop,Russia
503,01JWA8EFD47GV8ZS5TAWY78WC3,5/28/2024,Dashboard,drop,Mobile,United States
504,01JWA8EFD5XRPRA08Y4F1NGZ0M,04/04/2025,Dashboard,drop,Desktop,Canada
505,01JWA8EFD6EXKVG1JKFANM1795,3/19/2025,Cart,drop,Mobile,Canada
506,01JWA8EFD72F7F11M160MK4XF8,3/24/2025,Search,complete,Mobile,Canada
507,01JWA8EFD9T354W81G6CYDGMQB,9/23/2024,Checkout,complete,Desktop,Ireland
508,01JWA8EFDAD17R3PYCGB68KD7R,7/13/2024,Checkout,complete,Desktop,Russia
509,01JWA8EFDBJRTP15P8Z0J93C4J,09/03/2024,Checkout,click,Desktop,Russia
510,01JWA8EFDC6TB5J5H8ST3F03BF,01/08/2025,Search,click,Mobile,Russia
511,01JWA8EFDD4ZXY4RJF3FP63YXZ,10/14/2024,Dashboard,click,Mobile,United States
512,01JWA8EFDFRC0VVERZY0J61VNK,6/22/2024,Search,drop,Desktop,Japan
513,01JWA8EFDG7FWRF68G30EAFWW3,12/21/2024,Checkout,complete,Desktop,Russia
514,01JWA8EFDH2QKZ8H2AQW9M2PZ2,1/23/2025,Cart,drop,Mobile,Russia
515,01JWA8EFDJVJ3J40QABNT94F08,7/29/2024,Checkout,drop,Desktop,United Kingdom
516,01JWA8EFDK05MD8KACRJCP13XM,03/07/2025,Search,complete,Desktop,Russia
517,01JWA8EFDMNRAS841FKWKMMK18,12/22/2024,Checkout,click,Desktop,Japan
518,01JWA8EFDPD053CMNK0MKWX8T1,06/07/2024,Search,complete,Mobile,United States
519,01JWA8EFDQGVXNN7AKRQNDZMNQ,11/02/2024,Login,complete,Desktop,Russia
520,01JWA8EFDSYHW57H90FGCEJ0K2,5/29/2024,Search,complete,Desktop,Russia
521,01JWA8EFDT4G9FXEYK93HT7R9D,7/29/2024,Dashboard,complete,Desktop,Russia
522,01JWA8EFDWQZ175369AWKJNX1Q,04/04/2025,Cart,start,Mobile,Russia
523,01JWA8EFDXTNTY0XV4KMJ8XAX8,6/21/2024,Dashboard,complete,Mobile,Russia
524,01JWA8EFDY0RD1GY2V5XDEB8MM,9/28/2024,Dashboard,complete,Mobile,United Kingdom
525,01JWA8EFDZKCA0S64NMHGME78Q,7/30/2024,Cart,drop,Mobile,Japan
526,01JWA8EFE0KH931YY8SHVA5MHZ,5/24/2025,Dashboard,complete,Mobile,Russia
527,01JWA8EFE2SS3NQSSKZJVMWZ6C,8/14/2024,Dashboard,click,Desktop,Russia
528,01JWA8EFE36VV8EX6N7CNF3TH3,8/17/2024,Cart,drop,Mobile,Russia
529,01JWA8EFE4NXP36P5SXKVN1M7H,4/16/2025,Cart,drop,Desktop,Russia
530,01JWA8EFE57SC5BF1EB1V2GP3H,4/16/2025,Dashboard,click,Desktop,Russia
531,01JWA8EFE6RPN1G9YNPHJV34G9,2/25/2025,Login,start,Mobile,Japan
532,01JWA8EFE7Z9PF2JG5JP0KSC13,3/22/2025,Dashboard,start,Mobile,Canada
533,01JWA8EFE82CBY8NYNM219FTN1,5/25/2025,Login,drop,Desktop,Russia
534,01JWA8EFEAX4B5ZKK5R32RETEA,12/06/2024,Cart,complete,Desktop,Russia
535,01JWA8EFEBP0C6DZXP8G3DBBZM,02/06/2025,Dashboard,drop,Mobile,United States
536,01JWA8EFECV43EXRRJQR0AGHP0,05/01/2025,Checkout,complete,Mobile,Canada
537,01JWA8EFED9WS6GZ7DP3TQNBSM,5/18/2025,Dashboard,start,Desktop,Canada
538,01JWA8EFEFM27HNX9DXXPXXRSQ,5/28/2024,Dashboard,start,Desktop,Japan
539,01JWA8EFEG3SGHGJRQ41Q2N7XX,10/31/2024,Dashboard,drop,Desktop,Netherlands
540,01JWA8EFEHABE9S2DW4EG1CE95,11/04/2024,Search,drop,Mobile,Japan
541,01JWA8EFEJ460C02X7DF522PCN,03/02/2025,Cart,start,Mobile,Japan
542,01JWA8EFEKYZZV7MTSM1ND9590,11/08/2024,Search,click,Desktop,Russia
543,01JWA8EFEMHYPV6WCDDCKAXZ2V,11/14/2024,Cart,click,Desktop,Russia
544,01JWA8EFEN5NVQMHFSEYQTKP5G,12/10/2024,Search,click,Desktop,Canada
545,01JWA8EFEQX956VGZC80A3WSD2,01/10/2025,Cart,complete,Mobile,Russia
546,01JWA8EFER2QCYQ0XKB3BGP6ST,11/05/2024,Cart,start,Mobile,Russia
547,01JWA8EFESDBNNAZFZKBCRDWKR,6/26/2024,Checkout,start,Mobile,Russia
548,01JWA8EFET6VTE2J80Q7AAV66C,4/22/2025,Dashboard,complete,Desktop,Canada
549,01JWA8EFEV5PGG13T506KD7MR9,6/29/2024,Search,complete,Desktop,Russia
550,01JWA8EFEW2QMRHEKCDQXVH80Q,8/25/2024,Cart,drop,Desktop,Netherlands
551,01JWA8EFEXY4A9ZZFTRNG8TEMM,3/15/2025,Search,complete,Mobile,United States
552,01JWA8EFEYH8XMTTEYFV1PD9ZZ,02/03/2025,Cart,drop,Mobile,Japan
553,01JWA8EFF0AM5YSPSNB6QPTW2E,1/24/2025,Dashboard,complete,Mobile,Russia
554,01JWA8EFF16ZE1BBAV8P34SPD2,09/02/2024,Checkout,start,Mobile,Russia
555,01JWA8EFF36H3NCPTWYQ00TK4Y,07/02/2024,Checkout,drop,Mobile,Netherlands
556,01JWA8EFF4J88Y8DE35DKVSHHM,01/08/2025,Login,start,Mobile,Russia
557,01JWA8EFF5JWZF6C2VN3VPR489,8/24/2024,Dashboard,click,Desktop,Russia
558,01JWA8EFF7Q5BHEH3CT95K36N5,9/29/2024,Checkout,complete,Mobile,Russia
559,01JWA8EFF83T7W2J77ZNPJ9392,10/19/2024,Checkout,drop,Mobile,United States
560,01JWA8EFF9T2HEJF0QJTN0BQVT,11/30/2024,Search,click,Mobile,Canada
561,01JWA8EFFA0HCTCEZB74H4BZDQ,06/08/2024,Dashboard,drop,Desktop,Russia
562,01JWA8EFFBQD9AV75FNK5XJ02T,12/15/2024,Search,complete,Desktop,Canada
